"companyId","companyName","legalName","domain","website","city","country","category","status","qualityScore","hasPhone","hasEmail","needsPhone","needsEmail","enrichAction","primaryPhone","allPhones","primaryEmail","allEmails","contactsCount","createdAt"
"f60597ed-c53c-4784-a139-7fa5aeeb99ce","SAMs Elektro GmbH","SAMs Elektro GmbH","sams-elektro.de","http://www.sams-elektro.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 176 61305455","+49 176 61305455","","","1","2026-04-22T09:32:31.106804+00:00"
"4316d376-8925-41bc-a44d-40e8a82a5fc9","Elektriker München 24","Elektriker München 24","elektriker-muenchen-24.de","https://www.elektriker-muenchen-24.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 1579 2494306","+49 1579 2494306","","","1","2026-04-22T09:32:29.966875+00:00"
"0a6d3d2a-8cf4-4527-8364-754a1fb97536","Elektroanlagen Abeltshauser","Elektroanlagen Abeltshauser","elektroanlagen-abeltshauser.de","https://elektroanlagen-abeltshauser.de/","München","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 89 7601213","+49 89 7601213","","","1","2026-04-22T09:32:28.853148+00:00"
"efdfc979-7bc9-4c63-bbcf-72a42d3d35a1","Elektro Westo Anker & Stojanovic Ohg","Elektro Westo Anker & Stojanovic Ohg","elektrowesto.de","http://www.elektrowesto.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 1678848","+49 89 1678848 | 0190410 | 08912027082","","","3","2026-04-22T09:32:26.742737+00:00"
"ecf770e6-a1d3-4076-ab67-03ee7d7841a7","Sonnex GmbH","Sonnex GmbH","sonnex-elektro.de","http://www.sonnex-elektro.de/","München","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 89 66660088","+49 89 66660088 | 01701092025 | 01605946622","","","3","2026-04-22T09:32:19.999003+00:00"
"6b4325ae-3834-4aa2-8811-6a6722c3fdf5","Elektroinstallationen | Elektriker Alfred Grund | München","Elektroinstallationen | Elektriker Alfred Grund | München","elektro-grund.de","http://elektro-grund.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 3137324","+49 89 3137324","","","1","2026-04-22T09:32:16.895387+00:00"
"6e21492a-cbd8-4433-bc6b-426f050b010d","Pittroff Elektrotechnik München GmbH","Pittroff Elektrotechnik München GmbH","pittroff.de","https://www.pittroff.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 9901880","+49 89 9901880 | 0899901880","","","2","2026-04-22T09:32:14.663596+00:00"
"4bfc7c77-3b3b-4687-ace0-e039b2aab337","MEHR AMPERE GmbH","MEHR AMPERE GmbH","mehr-ampere.de","https://www.mehr-ampere.de/","München","DE","Solartechnik-Anbieter","enrich","5","yes","no","no","yes","findEmail","+49 941 69099500","+49 941 69099500 | 094169099500","","","2","2026-04-22T09:32:10.984226+00:00"
"86d5e279-9b33-472d-b04a-23ecf54c3810","ServiceFix","ServiceFix","servicefix.de","https://servicefix.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 35806819","+49 89 35806819","","","1","2026-04-22T09:32:06.802338+00:00"
"e449b5cf-48f2-4b52-a159-8d0a965954af","Neon-Haas GmbH | München","Neon-Haas GmbH | München","neon-haas.de","https://www.neon-haas.de/40967.html","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 931439","+49 89 931439","","","1","2026-04-22T09:32:05.730697+00:00"
"3e96434d-3435-4425-badc-a9d3f4afc409","Johann Schröck & Co. GmbH","Johann Schröck & Co. GmbH","elektro-schroeck.de","https://www.elektro-schroeck.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 434123","+49 89 434123 | +49894310072","","","2","2026-04-22T09:32:04.690874+00:00"
"fa97e786-e999-4704-901e-b72e2e62f9ea","Herr Matthias Hermstedt","Herr Matthias Hermstedt","elektro-hermstedt.de","http://www.elektro-hermstedt.de/index.php?id=8352","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 42019931","+49 89 42019931","","","1","2026-04-22T09:31:58.501473+00:00"
"00906c80-39da-4339-a782-368615a7786d","ACE Schneider GmbH","ACE Schneider GmbH","ace-schneider.de","http://www.ace-schneider.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 48953306","+49 89 48953306","","","1","2026-04-22T09:31:57.455652+00:00"
"50573d39-93da-471f-b1c9-c9747ba2ce31","Max Bettag Elektroinstallationen München","Max Bettag Elektroinstallationen München","bettag-home.de","http://www.bettag-home.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 3003287","+49 89 3003287","","","1","2026-04-22T09:31:48.905324+00:00"
"ace59601-a53a-4d3e-bb86-35639e8af544","Essex Elektrotechnik","Essex Elektrotechnik","essex-elektrotechnik.de","http://www.essex-elektrotechnik.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 173 4162847","+49 173 4162847","","","1","2026-04-22T09:31:47.827158+00:00"
"405e1b15-3d7f-4cfd-8119-57cf36c0fa07","Elektro Pichler","Elektro Pichler","elektro-pichler.de","https://www.elektro-pichler.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 69380360","+49 89 69380360 | 08969380361 | 08969380360","","","3","2026-04-22T09:31:46.80267+00:00"
"678d0056-8c6a-41ed-8fc3-ab461b6ceed1","Robert Galensowske Elektro","Robert Galensowske Elektro","elektro-robert.de","https://elektro-robert.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 650033","+49 89 650033","","","1","2026-04-22T09:31:45.551948+00:00"
"ea8175db-4578-4e94-b4d9-f49201399801","enc GmbH & Co. KG","enc GmbH & Co. KG","enc-info.de","http://www.enc-info.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 42036975","+49 89 42036975","","","1","2026-04-22T09:31:31.66022+00:00"
"b97cdbf0-5b21-413a-b6c7-c2aad17b6e2d","Edlmann-Elektro GmbH","Edlmann-Elektro GmbH","elektro-fachbetrieb.com","http://www.elektro-fachbetrieb.com/","München","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 89 4309273","+49 89 4309273 | 0894393962 | 0894309273","","","3","2026-04-22T09:31:27.246934+00:00"
"8d410855-659c-4d44-872f-0277260cfae3","Marco Campanella Elektrotechnik & Photovoltaik","Marco Campanella Elektrotechnik & Photovoltaik","mc-elektro.de","http://www.mc-elektro.de/","München","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 89 46099110","+49 89 46099110","","","1","2026-04-22T09:31:25.044434+00:00"
"e094bc12-d8bd-4302-b453-0564f9c6e99d","Elektrotechnik Vrdoljak","Elektrotechnik Vrdoljak","smartmuenchen.de","https://www.smartmuenchen.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 664733","+49 89 664733 | 089664733 | +00000","","","3","2026-04-22T09:31:23.934966+00:00"
"8a2ccf83-f5e7-4c20-a708-f6b22fc010de","AB Elektrotechnik","AB Elektrotechnik","abelektrotechnik.eu","http://www.abelektrotechnik.eu/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 160 1571751","+49 160 1571751","","","1","2026-04-22T09:31:20.600056+00:00"
"2cf07e14-ca95-4402-817b-8b108cc6f382","ELBONICO ® © - ELEKTRO & SANITÄR - REPARATURSERVICE","ELBONICO ® © - ELEKTRO & SANITÄR - REPARATURSERVICE","elbonico.de","https://www.elbonico.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 1511 4329640","+49 1511 4329640 | 08947077971","","","2","2026-04-22T09:31:19.500667+00:00"
"ce3b54da-16dc-4d7b-8260-a98564586a19","Elektro Werner Wurdack | Elektroinstallationen Elektriker | München | Schwabing","Elektro Werner Wurdack | Elektroinstallationen Elektriker | München | Schwabing","elektro-wurdack.de","https://www.elektro-wurdack.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 3089967","+49 89 3089967 | 08930728645 | 01728225896 | 0893089967","","","4","2026-04-22T09:31:17.404287+00:00"
"016c7309-1fd8-4809-8484-ee51c96cd5f0","Watt & Volt Elektro GmbH - Elektriker München Schwabing","Watt & Volt Elektro GmbH - Elektriker München Schwabing","wattundvolt.com","https://wattundvolt.com/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 800 2001278","+49 800 2001278","","","1","2026-04-22T09:31:13.98845+00:00"
"1a17a9bb-30ff-427a-a0e7-07e74a7fbe3c","Elektro Bartel | Smart Home","Elektro Bartel | Smart Home","sites.google.com","https://sites.google.com/view/elektro-bartel","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 176 35397918","+49 176 35397918","","","1","2026-04-22T09:31:11.568493+00:00"
"41bc89ea-e528-46b1-951b-7702a63c8de3","Elektro Albrecht","Elektro Albrecht","elektro-alfonsalbrecht.de","http://www.elektro-alfonsalbrecht.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 528510","+49 89 528510 | 089521389 | +4989521389","","","3","2026-04-22T09:31:09.36331+00:00"
"729cdb12-ff10-4e65-abd5-2f0c8cab1cda","Elektro Bauer+Partner GmbH","Elektro Bauer+Partner GmbH","elektro-bauer-partner.de","http://www.elektro-bauer-partner.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 30666536","+49 89 30666536","","","1","2026-04-22T09:31:03.982798+00:00"
"ce00fb08-bd3e-4bee-ad98-85ffe5bd0d20","Gerhard Deichsel Elektroanlagen GmbH / Elektriker München","Gerhard Deichsel Elektroanlagen GmbH / Elektriker München","deichsel.de","https://www.deichsel.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 931991","+49 89 931991 | 089931991","","","2","2026-04-22T09:31:02.883673+00:00"
"b0aa5182-2c6e-4343-a0a8-cb44c4e94ebe","Elektro Anlagen W.Berghammer","Elektro Anlagen W.Berghammer","elektro-berghammer.bayern","http://www.elektro-berghammer.bayern/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 492886","+49 89 492886 | 089492886089492886 | 089492886","","","3","2026-04-22T09:31:00.624635+00:00"
"cd07d1bc-4f7c-4aee-a3a1-6c96e5399d58","CIF Elektrotechnik","CIF Elektrotechnik","cif-elektrotechnik.de","https://cif-elektrotechnik.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 172 8333913","+49 172 8333913 | 01728333913","","","2","2026-04-22T09:30:59.500161+00:00"
"25f07587-c6b8-4908-9866-d423871f04c1","Elektro Dendl GbR","Elektro Dendl GbR","elektro-dendl.de","https://www.elektro-dendl.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 931779","+49 89 931779 | 0899302203 | 089931779","","","3","2026-04-22T09:30:55.899968+00:00"
"e5f6cc1c-69ec-4aa4-9dad-dbdaaeb29af1","Gebr. Köhler GbR","Gebr. Köhler GbR","elektro-technik-koehler.de","https://www.elektro-technik-koehler.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 6018459","+49 89 6018459","","","1","2026-04-22T09:30:50.049414+00:00"
"fce0653c-d5fb-48ea-ae97-99867da1ae3a","Saman Handwerk","Saman Handwerk","samanhandwerk.de","https://www.samanhandwerk.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 176 61475614","+49 176 61475614","","","1","2026-04-22T09:30:46.20999+00:00"
"dcd7d5c1-df57-467e-a6ba-c181248b82c8","Elektro Liebhart GmbH | Elektroinstallationen Elektrofachhandel Reparaturen | München","Elektro Liebhart GmbH | Elektroinstallationen Elektrofachhandel Reparaturen | München","liebhart-tv.ihr-elektrofachmann.de","https://liebhart-tv.ihr-elektrofachmann.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 404733","+49 89 404733 | 089409264 | 089404733","","","3","2026-04-22T09:30:43.692457+00:00"
"90a666b5-204b-444b-9059-b7a801b819f3","Luce Elektro","Luce Elektro","luce-elektro.de","https://www.luce-elektro.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 176 31671635","+49 176 31671635","","","1","2026-04-22T09:30:41.164418+00:00"
"ce2084eb-9295-4ca0-8500-c683df13b394","Elektro-Guz","Elektro-Guz","elektro-guz.de","http://elektro-guz.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 1573 9383389","+49 1573 9383389","","","1","2026-04-22T09:30:37.77869+00:00"
"b47bac9e-91fd-46ad-8efc-c730233f6599","MAH Elektrobetrieb München","MAH Elektrobetrieb München","mah-elektro.de","https://www.mah-elektro.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 178 5188929","+49 178 5188929","","","1","2026-04-22T09:30:31.705894+00:00"
"0dc2ce06-1baf-4fe0-b655-5f61a6fbc2ac","Götschl & Neuner Elektroanlagen GmbH","Götschl & Neuner Elektroanlagen GmbH","gn-elektoanlagen.de","http://www.gn-elektoanlagen.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+491795200566","+491795200566 | +4917670423500","","","2","2026-04-22T09:30:29.771328+00:00"
"e3c1ae8e-3c53-452d-8e03-93a1ff98fec7","Bayern Hertz Elektrotechnik GmbH","Bayern Hertz Elektrotechnik GmbH","elektrotechnik-bayern-hertz.de","https://www.elektrotechnik-bayern-hertz.de/","","","Elektrotechniker","enrich","3","yes","no","no","yes","findEmail","+49 89 63891010","+49 89 63891010","","","1","2026-04-22T09:30:27.553569+00:00"
"83eefde3-6d90-4b4d-bb85-4984c7177ec6","Elektroservice München - Helmut Schlapps","Elektroservice München - Helmut Schlapps","elektroservice-muenchen.de","http://www.elektroservice-muenchen.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 74995184","+49 89 74995184 | 01777857504 | 08974995184","","","3","2026-04-22T09:30:26.47878+00:00"
"7c6f62f8-826e-4050-95a3-d3e5edb5ebf3","Ems-kircher GmbH","Ems-kircher GmbH","ems-kircher.com","http://www.ems-kircher.com/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 68070399","+49 89 68070399","","","1","2026-04-22T09:30:25.357783+00:00"
"366d53b1-3e59-486c-9c64-88876c83c9d6","Der Elektromeister Nikolaus Pongratz","Der Elektromeister Nikolaus Pongratz","elektro-pongratz.de","http://elektro-pongratz.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 587044","+49 89 587044 | 089587044","","","2","2026-04-22T09:30:21.757607+00:00"
"fead1834-48b7-48d5-9d3b-1af859d6832f","Frohberg Elektrotechnik","Frohberg Elektrotechnik","frohberg-elektrotechnik.de","https://www.frohberg-elektrotechnik.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 71694998","+49 89 71694998 | 08971694998","","","2","2026-04-22T09:30:19.634127+00:00"
"2b8f64b7-76c0-493a-aad6-67a41d580bf5","Elektromeister München","Elektromeister München","xn--elektriker-mnchen-bp-0ec.de","https://www.xn--elektriker-mnchen-bp-0ec.de/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 172 8165215","+49 172 8165215 | 01728165215 | +00000","","","3","2026-04-22T09:30:18.601953+00:00"
"7b013afd-d82a-4aa7-b03e-af36107929bf","Elektro Graser GmbH","Elektro Graser GmbH","elektro-graser.com","http://www.elektro-graser.com/","München","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 89 8906740","+49 89 8906740 | +498989067429 | 08989067418 | 0898906740 | +498906740","","","5","2026-04-22T09:30:06.04324+00:00"
"3294b17d-dc33-4c12-b43c-fce3828d26f5","Mario Hellwig","Mario Hellwig","mhelektro.de","http://www.mhelektro.de/impressum.htm","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 32702444","+49 30 32702444 | +493032702445","","","2","2026-04-19T12:40:39.379668+00:00"
"46b44e9f-d4b0-4d1e-b938-1bf79e176540","E-Team Elektroinstallationen GmbH","E-Team Elektroinstallationen GmbH","e-team-online.de","http://www.e-team-online.de/","Berlin","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 30 3369130","+49 30 3369130","","","1","2026-04-19T12:40:37.428951+00:00"
"667ac482-13f7-42ac-b8fe-5d9c3d74af10","Elektro-Anlagen Südwest Elektromeister GmbH","Elektro-Anlagen Südwest Elektromeister GmbH","e-a-s-gmbh.de","https://www.e-a-s-gmbh.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 80908480","+49 30 80908480 | 0800380089","","","2","2026-04-19T12:40:34.436323+00:00"
"73d2ac67-6e50-4526-8137-c3f28ec63da1","DEHA Datentechnik GmbH","DEHA Datentechnik GmbH","deha-datentechnik.de","http://www.deha-datentechnik.de/","Berlin","DE","Elektrotechniker","enrich","5","yes","no","no","yes","findEmail","+49 30 3350030","+49 30 3350030","","","1","2026-04-19T12:40:33.4248+00:00"
"32bef08a-b51a-474e-87a8-fe0e00a48bee","Nickel Elektrotechnik & Solaranlagen GmbH","Nickel Elektrotechnik & Solaranlagen GmbH","nickel-elektro.de","http://nickel-elektro.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 1573 0924153","+49 1573 0924153","","","1","2026-04-19T12:40:31.401473+00:00"
"b2d0845b-cafb-4f04-a8c7-8cb72b6e430c","Obeta Marienfelde","Obeta Marienfelde","obeta.de","http://www.obeta.de/","Berlin","DE","Elektrogroßhandel","enrich","5","yes","no","no","yes","findEmail","+49 30 720942110","+49 30 720942110","","","1","2026-04-19T12:40:30.355872+00:00"
"6b25df48-0c7f-487d-abe8-bd39177e0d7b","Elektro-Krause GmbH","Elektro-Krause GmbH","elektro-krause-berlin.de","http://www.elektro-krause-berlin.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 66098544","+49 30 66098544 | +493066098546 | 03066098544","","","3","2026-04-19T12:40:26.456507+00:00"
"0d187765-7e85-486f-8c1b-e1dba1ae6965","Oskar Becker Elektroinstallation Inh. Lutz Appelmann","Oskar Becker Elektroinstallation Inh. Lutz Appelmann","oskar-becker.de","http://www.oskar-becker.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 46606133","+49 30 46606133","","","1","2026-04-19T12:40:24.618835+00:00"
"1ca64d46-75e9-40a2-ac3a-2b6a6188ac19","Elektro Wannicke, Klaus Wannicke","Elektro Wannicke, Klaus Wannicke","elektro-wannicke.de","http://www.elektro-wannicke.de/","Berlin","DE","Elektrotechniker","enrich","5","yes","no","no","yes","findEmail","+49 30 4339981","+49 30 4339981","","","1","2026-04-19T12:40:19.131092+00:00"
"3d307ddf-e093-4bdb-8149-894492cefc65","reichstein elektrotechnik GmbH","reichstein elektrotechnik GmbH","reichstein-elektro.de","https://www.reichstein-elektro.de/","Berlin","DE","Elektrotechniker","enrich","5","yes","no","no","yes","findEmail","+49 30 43602730","+49 30 43602730 | +493043602740","","","2","2026-04-19T12:40:18.135984+00:00"
"0f5f424d-fd9a-4c7a-b1bc-8a12dafd5cc5","Azeez Elektriker Berlin","Azeez Elektriker Berlin","aes-elektrosolutions-berlin.de","https://aes-elektrosolutions-berlin.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 176 55382777","+49 176 55382777","","","1","2026-04-19T12:40:17.123112+00:00"
"acffd087-43e1-41d0-92a4-835da09ad678","Elektro-Sandner","Elektro-Sandner","elektro-sandner.de","http://www.elektro-sandner.de/impressum.html","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 76237867","+49 30 76237867","","","1","2026-04-19T12:40:15.093224+00:00"
"d8af7234-3f77-4121-880d-f8f3d55b4e94","Vogler technische Leistungen GmbH","Vogler technische Leistungen GmbH","vogler-technik.de","http://www.vogler-technik.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 47486990","+49 30 47486990 | 03047486990","","","2","2026-04-19T12:40:13.124757+00:00"
"1a9965d0-09d8-497b-8e84-568f2b0c175e","HAUTEC Elektro/Tischler/Innenausbau GmbH","HAUTEC Elektro/Tischler/Innenausbau GmbH","hautec.berlin","http://hautec.berlin/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 9344120","+49 30 9344120","","","1","2026-04-19T12:40:12.162861+00:00"
"5b1c8a25-b0a8-4803-a8c3-fbdea217a4ed","Albrecht Elektrotechnik","Albrecht Elektrotechnik","alektro.de","http://www.alektro.de/","Berlin","DE","Elektrotechniker","enrich","5","yes","no","no","yes","findEmail","+49 30 34622385","+49 30 34622385","","","1","2026-04-19T12:40:08.538444+00:00"
"fce62e5e-8d10-4cba-9cd5-2e1bf3c28d91","IQ-Haus Smarthome","IQ-Haus Smarthome","iq-haus.de","http://www.iq-haus.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 23969750","+49 30 23969750","","","1","2026-04-19T12:40:06.958548+00:00"
"28192ed4-b995-4e69-84ed-e0c774744604","Marco Spichalski","Marco Spichalski","protect24.de","http://www.protect24.de/5.html","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 32500672","+49 30 32500672","","","1","2026-04-19T12:40:05.945761+00:00"
"4b846044-32b6-44fd-8f2e-43e487706b82","Zese GmbH","Zese GmbH","zese-gmbh.de","https://www.zese-gmbh.de/","Berlin","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 30 91690810","+49 30 91690810","","","1","2026-04-19T12:40:02.811825+00:00"
"3ffed66f-47db-463c-aec6-b93a0b43c785","IWERTEC Electronic","IWERTEC Electronic","iwertec.de","http://www.iwertec.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 4763000","+49 30 4763000","","","1","2026-04-19T12:40:01.842172+00:00"
"6f7b663c-08eb-404a-bd64-8e49295e8258","Lars Sander","Lars Sander","lars-sander.de","http://www.lars-sander.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 1511 2722426","+49 1511 2722426 | 015112722426 | +49203020612209420532 | +49201512012722426","","","4","2026-04-19T12:40:00.80362+00:00"
"13efea0a-a6a8-4477-88a8-b70be48c8fe7","Reich & Tollardo Elektroinstallation Regelungstechnik GmbH","Reich & Tollardo Elektroinstallation Regelungstechnik GmbH","rutgmbh-elektro.de","https://www.rutgmbh-elektro.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 23884721","+49 30 23884721 | 03049999471","","","2","2026-04-19T12:39:59.817188+00:00"
"143bf4d7-a158-4c89-b244-43ab46356621","Bernd Nowotny","Bernd Nowotny","elektro-nowotny.de","https://www.elektro-nowotny.de/","Berlin","DE","Elektroinstallationsdienst","enrich","5","yes","no","no","yes","findEmail","+49 30 4742634","+49 30 4742634 | +49304758173 | +492030204758173 | +492030204742634","","","4","2026-04-19T12:39:57.846263+00:00"
"1b4b6f66-c734-49a7-808f-7a778bf0c5d8","Heike Herbst","Heike Herbst","elektro-heike.de","http://elektro-heike.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 47002763","+49 30 47002763 | 03047002763","","","2","2026-04-19T12:39:56.890069+00:00"
"9ef0a8f3-32c9-4553-b354-4c226b43de22","Andreas Seidel AS Meisterbetrieb - Elektro Heizung Gas Sanitäranlagen","Andreas Seidel AS Meisterbetrieb - Elektro Heizung Gas Sanitäranlagen","haustechnik-seidel.de","https://www.haustechnik-seidel.de/","Berlin","DE","Elektriker","enrich","5","yes","no","no","yes","findEmail","+49 30 40914506","+49 30 40914506","","","1","2026-04-19T12:39:55.926101+00:00"
